Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000037493,Cib2,Gene Expression,0.09285792518744752,0.0,0.0,1988,0.6556032212622411,1242
ENSMUSG00000059713,Rcan3,Gene Expression,0.09280987828170328,0.0,0.0,1138,0.41203375131911324,872
ENSMUSG00000003573,Homer3,Gene Expression,0.09275948411668362,0.0,0.0,434,0.17860825629690433,356
ENSMUSG00000034771,Tle2,Gene Expression,0.09275538556679297,0.0,0.0,945,0.31428798945028164,730
ENSMUSG00000041096,Tspyl2,Gene Expression,0.09274372794823654,0.0,0.0,2464,0.8209762804345943,1479
ENSMUSG00000022139,Mbnl2,Gene Expression,0.09272964933467408,0.0,0.0,7774,2.6727970217602826,2427
ENSMUSG00000037979,Ccdc92,Gene Expression,0.09268688612772176,0.0,0.0,4418,1.409807859964041,1962
ENSMUSG00000091636,Akain1,Gene Expression,0.09266590359267184,0.0,0.0,286,0.10169080928940073,256
ENSMUSG00000022016,Akap11,Gene Expression,0.0925535125239362,0.0,0.0,6187,1.9947972559102372,2214
ENSMUSG00000032666,1700025G04Rik,Gene Expression,0.09255237703428495,0.0,0.0,2307,0.748438743381827,1374
ENSMUSG00000031511,Arhgef7,Gene Expression,0.09254770580582414,0.0,0.0,3550,1.1338251553510312,1760
ENSMUSG00000029674,Limk1,Gene Expression,0.0925130273832103,0.0,0.0,1595,0.5248155470299622,1075
ENSMUSG00000030685,Kctd13,Gene Expression,0.09248382104410022,0.0,0.0,5486,1.8118895390806387,2166
ENSMUSG00000027010,Slc25a12,Gene Expression,0.0924442744698336,0.0,0.0,6595,2.1393933105463967,2266
ENSMUSG00000002104,Rapsn,Gene Expression,0.09240702881703891,0.0,0.0,232,0.08196563347924027,205
ENSMUSG00000014773,Dll1,Gene Expression,0.09238050361621526,0.0,0.0,296,0.11118485327263014,257
ENSMUSG00000024099,Ndufv2,Gene Expression,0.0922585679578908,0.0,0.0,16589,5.50255404547616,2705
ENSMUSG00000030647,Ndufc2,Gene Expression,0.09224609868764407,0.0,0.0,20485,6.840326782975028,2743
ENSMUSG00000017188,Coa3,Gene Expression,0.09223141956010046,0.0,0.0,10121,3.2780160502370466,2529
ENSMUSG00000053965,Pde5a,Gene Expression,0.09222314776293539,0.0,0.0,322,0.11430179428259868,286
ENSMUSG00000023050,Map3k12,Gene Expression,0.09219063523812107,0.0,0.0,3908,1.2480732540033734,1885
ENSMUSG00000010663,Fads1,Gene Expression,0.0921772936546822,0.0,0.0,6936,2.459979899791401,2405
ENSMUSG00000045658,Pid1,Gene Expression,0.0921718699282818,0.0,0.0,1795,0.5773509212119786,1142
ENSMUSG00000039194,Rlbp1,Gene Expression,0.09216294577551873,0.0,0.0,788,0.31895996698762036,628
ENSMUSG00000028648,Ndufs5,Gene Expression,0.09211553406349833,0.0,0.0,26177,8.753223368598677,2782
ENSMUSG00000049532,Sall2,Gene Expression,0.09210832737646557,0.0,0.0,2100,0.7114235116419128,1351
ENSMUSG00000074743,Thbd,Gene Expression,0.09203819609765759,0.0,0.0,403,0.188130967907419,323
ENSMUSG00000063796,Slc22a8,Gene Expression,0.09197729725393511,0.0,0.0,932,0.396510119826348,690
ENSMUSG00000021451,Sema4d,Gene Expression,0.09197132666992398,0.0,0.0,1894,0.7464515324015387,1262
ENSMUSG00000031883,Car7,Gene Expression,0.09196608171820125,0.0,0.0,911,0.26970698543214044,698
ENSMUSG00000050043,Tmx2,Gene Expression,0.09191345727461565,0.0,0.0,11424,3.783805264608128,2586
ENSMUSG00000006342,Susd2,Gene Expression,0.09185799696922582,0.0,0.0,493,0.14579262869994467,397
ENSMUSG00000037458,Azin1,Gene Expression,0.09183907404242102,0.0,0.0,5575,1.8467859452376796,2178
ENSMUSG00000032609,Klhdc8b,Gene Expression,0.09183083327445568,0.0,0.0,1404,0.4710818460505094,1006
ENSMUSG00000031299,Pdha1,Gene Expression,0.09180916773929984,0.0,0.0,9397,3.0792568218649916,2496
ENSMUSG00000006699,Cdc42,Gene Expression,0.09171825378259779,0.0,0.0,19512,6.579859433227894,2757
ENSMUSG00000033545,Znrf1,Gene Expression,0.0916951831285958,0.0,0.0,5760,1.889582314667941,2209
ENSMUSG00000002416,Ndufb2,Gene Expression,0.09159210898455855,0.0,0.0,22230,7.394499168661108,2748
ENSMUSG00000071649,B3gat3,Gene Expression,0.09157160574432319,0.0,0.0,7714,2.526310532272244,2386
ENSMUSG00000033862,Cdk10,Gene Expression,0.09154253080599085,0.0,0.0,2645,0.8290002372737758,1527
ENSMUSG00000005994,Tyrp1,Gene Expression,0.09153226189827032,0.0,0.0,46,0.02222215703281212,43
ENSMUSG00000028416,Bag1,Gene Expression,0.09149882145763694,0.0,0.0,7016,2.334342473115671,2343
ENSMUSG00000023495,Pcbp4,Gene Expression,0.09149216743808398,0.0,0.0,6437,2.2670576087199845,2333
ENSMUSG00000023571,C1qtnf12,Gene Expression,0.09148853132357572,0.0,0.0,1134,0.37701815532702887,833
ENSMUSG00000046523,Kctd4,Gene Expression,0.09143241184067659,0.0,0.0,765,0.2720961903377651,588
ENSMUSG00000026021,Sumo1,Gene Expression,0.09142268102635247,0.0,0.0,8164,2.6596965650195434,2408
ENSMUSG00000070417,Olfr2,Gene Expression,0.09138967300018482,0.0,0.0,4,0.002119231871816619,3
ENSMUSG00000000552,Zfp385a,Gene Expression,0.09138023082480279,0.0,0.0,3046,1.0991512730843325,1690
ENSMUSG00000027315,Spint1,Gene Expression,0.0913652387214543,0.0,0.0,241,0.08914783412458603,214
ENSMUSG00000028139,Riiad1,Gene Expression,0.09135727750628449,0.0,0.0,508,0.17533076515422413,407
ENSMUSG00000067924,Rtl8b,Gene Expression,0.09134960779306023,0.0,0.0,9534,3.1064053669589455,2495
ENSMUSG00000049550,Clip1,Gene Expression,0.09133468390553084,0.0,0.0,3499,1.1237269495473872,1775
ENSMUSG00000073411,H2-D1,Gene Expression,0.09131601235959222,0.0,0.0,3987,1.5298778591037856,1996
ENSMUSG00000072845,Tmprss11a,Gene Expression,0.09130515784952876,0.0,0.0,24,0.00818783249488728,22
ENSMUSG00000027963,Extl2,Gene Expression,0.09124249184522022,0.0,0.0,3461,1.1371487716597195,1752
ENSMUSG00000042506,Usp22,Gene Expression,0.09123597167470175,0.0,0.0,8012,2.6313344871912427,2407
ENSMUSG00000029463,Fam216a,Gene Expression,0.09120736156550768,0.0,0.0,4014,1.2822799923033281,1922
ENSMUSG00000020612,Prkar1a,Gene Expression,0.09111991864641156,0.0,0.0,19321,6.456080772345205,2741
ENSMUSG00000027401,Tgm3,Gene Expression,0.09109886579978127,0.0,0.0,112,0.02993392724958792,107
ENSMUSG00000038872,Zfhx3,Gene Expression,0.0910949098776559,0.0,0.0,406,0.15959081576352813,332
ENSMUSG00000037492,Zmat4,Gene Expression,0.09109244353544549,0.0,0.0,1151,0.3656001507728972,811
ENSMUSG00000027340,Slc23a2,Gene Expression,0.09108525078582996,0.0,0.0,3410,1.1028600815493381,1719
ENSMUSG00000094626,Tmem121b,Gene Expression,0.0910709911204173,0.0,0.0,2272,0.7042079217100989,1365
ENSMUSG00000039478,Micu3,Gene Expression,0.09096512633970533,0.0,0.0,4386,1.3948987632602032,1918
ENSMUSG00000048078,Tenm4,Gene Expression,0.09093357832049434,0.0,0.0,2203,0.6974018850849822,1351
ENSMUSG00000061232,H2-K1,Gene Expression,0.09093291398974102,0.0,0.0,2651,1.0495152625114352,1574
ENSMUSG00000029765,Plxna4,Gene Expression,0.09092468464777519,0.0,0.0,1487,0.45842350107568514,1011
ENSMUSG00000029106,Add1,Gene Expression,0.09084499883697474,0.0,0.0,9431,3.1839027323279367,2525
ENSMUSG00000020745,Pafah1b1,Gene Expression,0.09079691749458402,0.0,0.0,13313,4.34130372785468,2642
ENSMUSG00000036580,Spg20,Gene Expression,0.09079502075507631,0.0,0.0,1338,0.5606280632972341,1009
ENSMUSG00000039115,Itga9,Gene Expression,0.0907784400163395,0.0,0.0,251,0.0871039568156249,228
ENSMUSG00000040490,Lrfn2,Gene Expression,0.09075721418185416,0.0,0.0,869,0.2570892332417103,673
ENSMUSG00000022426,Josd1,Gene Expression,0.09073153154566795,0.0,0.0,3034,0.9639569401455644,1683
ENSMUSG00000037872,Ackr1,Gene Expression,0.09071933534502363,0.0,0.0,2351,0.7366180489523858,1365
ENSMUSG00000026831,1700007K13Rik,Gene Expression,0.09056998170209334,0.0,0.0,227,0.07927376907107847,201
ENSMUSG00000022216,Psme1,Gene Expression,0.09052928338615562,0.0,0.0,3017,1.0392914181601274,1699
ENSMUSG00000020570,Sypl,Gene Expression,0.09039514647547969,0.0,0.0,2517,1.0190546468272645,1547
ENSMUSG00000019278,Dpep1,Gene Expression,0.09030277445468443,0.0,0.0,6,0.0019968630088009497,6
ENSMUSG00000092536,Gm20501,Gene Expression,0.09028296052391038,0.0,0.0,340,0.12232835776252146,269
ENSMUSG00000042272,Sestd1,Gene Expression,0.09026076524720783,0.0,0.0,1433,0.44936863685445716,1019
ENSMUSG00000035890,Rnf126,Gene Expression,0.09025261464100337,0.0,0.0,5274,1.6979271606292694,2106
ENSMUSG00000056054,S100a8,Gene Expression,0.09025068986870166,0.0,0.0,399,0.14917743404151673,196
ENSMUSG00000024087,Cyp1b1,Gene Expression,0.09024243515088161,0.0,0.0,102,0.05222784350785819,95
ENSMUSG00000048721,Fndc9,Gene Expression,0.09022918096573147,0.0,0.0,173,0.056480704732836354,160
ENSMUSG00000038633,Degs1,Gene Expression,0.09022632229329759,0.0,0.0,5216,1.980431761836661,2236
ENSMUSG00000029066,Mrpl20,Gene Expression,0.09022624096837466,0.0,0.0,9575,3.1238205367981537,2494
ENSMUSG00000022419,Deptor,Gene Expression,0.0902059674950396,0.0,0.0,1022,0.35364410008333014,734
ENSMUSG00000020859,Spag9,Gene Expression,0.09020317800912545,0.0,0.0,9591,3.189790230388507,2546
ENSMUSG00000032897,Nfyc,Gene Expression,0.09017901412066792,0.0,0.0,2240,0.7454827412303576,1376
ENSMUSG00000050069,Grem2,Gene Expression,0.09016146646242638,0.0,0.0,716,0.21948291312432683,568
ENSMUSG00000043531,Sorcs1,Gene Expression,0.0901585911555939,0.0,0.0,1356,0.4383324990864244,948
ENSMUSG00000074555,Gm10714,Gene Expression,0.09008377137271598,0.0,0.0,18,0.007334483992189903,12
ENSMUSG00000030127,Cops7a,Gene Expression,0.09006859209367815,0.0,0.0,6864,2.198471363811317,2319
ENSMUSG00000037568,Vash2,Gene Expression,0.09006231929363695,0.0,0.0,205,0.07671469084273302,171
ENSMUSG00000010277,2610507B11Rik,Gene Expression,0.09005039512380415,0.0,0.0,5686,1.911665368626606,2232
ENSMUSG00000032908,Sgpp2,Gene Expression,0.0900365497125912,0.0,0.0,860,0.30276805367625054,669
ENSMUSG00000026640,Plxna2,Gene Expression,0.09001848833662457,0.0,0.0,2438,0.7598103650594948,1401
ENSMUSG00000078851,Hist3h2a,Gene Expression,0.09000136394264768,0.0,0.0,2909,0.9918585233379172,1639
ENSMUSG00000034789,Rab24,Gene Expression,0.08999943417576658,0.0,0.0,5197,1.6596268254665372,2120
ENSMUSG00000070476,Fam217b,Gene Expression,0.08999756357599722,0.0,0.0,2451,0.7804785175878318,1416
ENSMUSG00000030057,Cnbp,Gene Expression,0.08999336517675637,0.0,0.0,12860,4.325050498697762,2643
ENSMUSG00000034413,Neurl1b,Gene Expression,0.08994495493662437,0.0,0.0,1533,0.48053416531177107,1055
ENSMUSG00000031701,Dnaja2,Gene Expression,0.08989270191955283,0.0,0.0,9815,3.222803868825263,2508
ENSMUSG00000027394,Ttl,Gene Expression,0.08989178160929985,0.0,0.0,2420,0.7824520449034944,1430
ENSMUSG00000030583,Sipa1l3,Gene Expression,0.08986400010354144,0.0,0.0,1520,0.5294898881895896,1076
ENSMUSG00000018217,Pmp22,Gene Expression,0.08981836095610543,0.0,0.0,1435,0.6318172664981307,1031
ENSMUSG00000056071,S100a9,Gene Expression,0.08980912339509918,0.0,0.0,535,0.2023791348121361,240
ENSMUSG00000025781,Atp5c1,Gene Expression,0.08980837016132955,0.0,0.0,22220,7.420087076131063,2756
ENSMUSG00000033335,Dnm2,Gene Expression,0.0897837391072424,0.0,0.0,2534,0.9540124336181697,1532
ENSMUSG00000032507,Fbxl2,Gene Expression,0.08976605657852221,0.0,0.0,1851,0.5720666070514209,1206
ENSMUSG00000038604,Ripor1,Gene Expression,0.08976578213339592,0.0,0.0,3492,1.1188077892702386,1760
ENSMUSG00000021748,Pdhb,Gene Expression,0.08976263660880211,0.0,0.0,7601,2.481751705412059,2352
ENSMUSG00000029822,Osbpl3,Gene Expression,0.08974173109145478,0.0,0.0,1078,0.326294462578953,785
ENSMUSG00000047606,Ankrd34c,Gene Expression,0.08969541796447382,0.0,0.0,514,0.16509047808171637,402
ENSMUSG00000035397,Klf16,Gene Expression,0.08968754415982347,0.0,0.0,1658,0.5540375243894985,1170
ENSMUSG00000033720,Sfxn5,Gene Expression,0.08968672138660554,0.0,0.0,3913,1.4417948489626953,1982
ENSMUSG00000025375,Aatk,Gene Expression,0.08967397725747611,0.0,0.0,6741,2.4740954372203934,2375
ENSMUSG00000028524,Sgip1,Gene Expression,0.0896628996161059,0.0,0.0,4705,1.5096094841217065,2033
ENSMUSG00000026620,Mark1,Gene Expression,0.08961978786296636,0.0,0.0,3418,1.0929575830233345,1762
ENSMUSG00000026014,Raph1,Gene Expression,0.08959483572938703,0.0,0.0,1727,0.5452315832493924,1115
ENSMUSG00000063434,Sorcs3,Gene Expression,0.08958656123772639,0.0,0.0,1333,0.4224017244080497,951
ENSMUSG00000058070,Eml1,Gene Expression,0.08956687253306027,0.0,0.0,1970,0.7254165977220048,1329
ENSMUSG00000021771,Vdac2,Gene Expression,0.08952758692228134,0.0,0.0,12633,4.1605659012193685,2639
ENSMUSG00000070803,Cited4,Gene Expression,0.08951115237360052,0.0,0.0,811,0.25850733322073927,634
ENSMUSG00000045382,Cxcr4,Gene Expression,0.08947664091127526,0.0,0.0,68,0.04352848338580397,59
ENSMUSG00000020467,Efemp1,Gene Expression,0.08947366516737806,0.0,0.0,421,0.18933025866857287,339
ENSMUSG00000004071,Cdip1,Gene Expression,0.08947018406073852,0.0,0.0,9634,3.2064843365170064,2532
ENSMUSG00000074575,Kcng1,Gene Expression,0.08945710804166121,0.0,0.0,943,0.30743688776681094,734
ENSMUSG00000028849,Map7d1,Gene Expression,0.08944959037238685,0.0,0.0,9710,3.3290218739825073,2559
ENSMUSG00000038456,Dennd2a,Gene Expression,0.08939986584872528,0.0,0.0,856,0.30783325707938364,685
ENSMUSG00000022351,Sqle,Gene Expression,0.08939917269015231,0.0,0.0,2330,0.764060468510763,1391
ENSMUSG00000024664,Fads3,Gene Expression,0.0893661957930565,0.0,0.0,1116,0.3429203018880526,823
ENSMUSG00000024867,Pip5k1b,Gene Expression,0.08935228715114969,0.0,0.0,718,0.2476172278370186,559
ENSMUSG00000045482,Trrap,Gene Expression,0.08935020410160201,0.0,0.0,3763,1.238751953760698,1827
ENSMUSG00000033214,Slitrk5,Gene Expression,0.08929183834801656,0.0,0.0,2512,0.7904951890831202,1485
ENSMUSG00000028822,Tmem50a,Gene Expression,0.08928245539268825,0.0,0.0,7666,2.5607140580517065,2401
ENSMUSG00000078440,Dohh,Gene Expression,0.08927905602306872,0.0,0.0,4036,1.288542380758548,1910
ENSMUSG00000058317,Ube2e2,Gene Expression,0.08927056000583111,0.0,0.0,3975,1.2794971243405022,1857
ENSMUSG00000111977,Gm47163,Gene Expression,0.08923352645090576,0.0,0.0,1219,0.36742769545477705,881
ENSMUSG00000050666,Vstm4,Gene Expression,0.08923103520142092,0.0,0.0,288,0.1419045678262372,258
ENSMUSG00000023460,Rab12,Gene Expression,0.08920808893622184,0.0,0.0,4439,1.4296008976405012,1984
ENSMUSG00000029430,Ran,Gene Expression,0.08920509966785285,0.0,0.0,14055,4.604644385011005,2655
ENSMUSG00000049493,Pls1,Gene Expression,0.08915432701615218,0.0,0.0,508,0.24065315149953725,423
ENSMUSG00000037306,Man1c1,Gene Expression,0.08914774304943261,0.0,0.0,1504,0.48979660345302295,1030
ENSMUSG00000043411,Usp48,Gene Expression,0.08908123794276278,0.0,0.0,2778,0.9294764067984883,1580
ENSMUSG00000072772,Grcc10,Gene Expression,0.08907006350452644,0.0,0.0,21418,7.048758181656263,2741
ENSMUSG00000054717,Hmgb2,Gene Expression,0.08905057878124216,0.0,0.0,580,0.2403933782406591,436
ENSMUSG00000057969,Sema3b,Gene Expression,0.08899113418269257,0.0,0.0,160,0.06770989445584491,127
ENSMUSG00000087038,2900079G21Rik,Gene Expression,0.08898548510830195,0.0,0.0,872,0.2764197504647384,684
ENSMUSG00000035783,Acta2,Gene Expression,0.08897965093393267,0.0,0.0,690,0.3247414252897662,402
ENSMUSG00000073616,Cops9,Gene Expression,0.08892567963736754,0.0,0.0,23432,7.973487146679213,2780
ENSMUSG00000034285,Nipsnap1,Gene Expression,0.0889132603905414,0.0,0.0,3968,1.2513805882459128,1860
ENSMUSG00000040415,Dtx3,Gene Expression,0.08882906507229887,0.0,0.0,7366,2.4457851044303953,2388
ENSMUSG00000030785,Cox6a2,Gene Expression,0.08882789222314703,0.0,0.0,1519,0.4938463485189902,954
ENSMUSG00000066551,Hmgb1,Gene Expression,0.08880045421097432,0.0,0.0,9886,3.5033175526366507,2591
ENSMUSG00000037685,Atp8a1,Gene Expression,0.08879950279084722,0.0,0.0,5770,1.9320805358455124,2193
ENSMUSG00000024587,Nars,Gene Expression,0.08879929074358846,0.0,0.0,7645,2.4664346236284187,2376
ENSMUSG00000032399,Rpl4,Gene Expression,0.08877856360432387,0.0,0.0,34017,11.731488917128909,2806
ENSMUSG00000028756,Pink1,Gene Expression,0.08876085724573919,0.0,0.0,16812,5.875780955992575,2759
ENSMUSG00000061731,Ext1,Gene Expression,0.08874482924061769,0.0,0.0,1587,0.4891124012397623,1074
ENSMUSG00000022812,Gsk3b,Gene Expression,0.08872010189903975,0.0,0.0,6562,2.143590979995865,2281
ENSMUSG00000030275,Etnk1,Gene Expression,0.08867993172402461,0.0,0.0,10333,3.4073227624439575,2558
ENSMUSG00000040111,Gramd1b,Gene Expression,0.088578131224664,0.0,0.0,4569,1.505206883126934,1992
ENSMUSG00000064293,Cntn4,Gene Expression,0.08852319128713906,0.0,0.0,1355,0.421491858655722,934
ENSMUSG00000035202,Lars2,Gene Expression,0.08852265469375996,0.0,0.0,6085,2.4071471781791796,2403
ENSMUSG00000038064,Cldn22,Gene Expression,0.08851913068091123,0.0,0.0,49,0.01351566511680326,41
ENSMUSG00000021156,Zmynd11,Gene Expression,0.0884886452509118,0.0,0.0,5327,1.7342483819747618,2146
ENSMUSG00000061013,Mkx,Gene Expression,0.08846030034089848,0.0,0.0,443,0.1341895491544327,373
ENSMUSG00000027239,Mdk,Gene Expression,0.08844099446846511,0.0,0.0,1698,0.7113572963855022,1189
ENSMUSG00000029032,Arhgef16,Gene Expression,0.08842382087176115,0.0,0.0,31,0.021723131850876536,27
ENSMUSG00000085148,Mir22hg,Gene Expression,0.08841574501471383,0.0,0.0,1475,0.4420333915759721,1022
ENSMUSG00000008475,Arpc5,Gene Expression,0.08839368715022894,0.0,0.0,5760,1.9702661052580444,2216
ENSMUSG00000017453,Pipox,Gene Expression,0.08836548697481363,0.0,0.0,128,0.04738479091137649,114
ENSMUSG00000117427,Gm36199,Gene Expression,0.08833310423332508,0.0,0.0,6,0.0016519301302362357,6
ENSMUSG00000019970,Sgk1,Gene Expression,0.08831012273957153,0.0,0.0,2931,1.092776301667202,1622
ENSMUSG00000032324,Tspan3,Gene Expression,0.08828731227924268,0.0,0.0,24051,8.314268569091354,2797
ENSMUSG00000066456,Hmgn3,Gene Expression,0.08824217958234984,0.0,0.0,4089,1.3574607101997183,1970
ENSMUSG00000019990,Pde7b,Gene Expression,0.08818073054704192,0.0,0.0,245,0.08605685736450511,216
ENSMUSG00000032178,Ilf3,Gene Expression,0.08817248474292771,0.0,0.0,3112,1.0381549673826294,1693
ENSMUSG00000052155,Acvr2a,Gene Expression,0.0880974539571439,0.0,0.0,1015,0.31107857797007715,742
ENSMUSG00000020257,Wdr82,Gene Expression,0.08808399487502498,0.0,0.0,4426,1.4209246183203637,1938
ENSMUSG00000069806,Cacng7,Gene Expression,0.08806711660911895,0.0,0.0,1550,0.5148503792400968,1052
ENSMUSG00000020936,Nmt1,Gene Expression,0.08803511918140874,0.0,0.0,5199,1.682934014616915,2093
ENSMUSG00000059796,Eif4a1,Gene Expression,0.08797152980724347,0.0,0.0,14332,4.81055536979698,2685
ENSMUSG00000021209,Ppp4r4,Gene Expression,0.08796758331052387,0.0,0.0,1513,0.5094849499888637,1050
ENSMUSG00000038615,Nfe2l1,Gene Expression,0.0879236208274197,0.0,0.0,7384,2.400374283378396,2407
ENSMUSG00000071073,Lrrc73,Gene Expression,0.08791484802239105,0.0,0.0,2732,0.8514585224512529,1544
ENSMUSG00000062232,Rapgef2,Gene Expression,0.08779229944036458,0.0,0.0,3629,1.1545054008479931,1803
ENSMUSG00000006360,Crip1,Gene Expression,0.08778774771418098,0.0,0.0,1364,0.5711593208652089,895
ENSMUSG00000021764,Ndufs4,Gene Expression,0.08778650631893818,0.0,0.0,10434,3.478889583913107,2581
ENSMUSG00000025939,Ube2w,Gene Expression,0.08776877907610163,0.0,0.0,3429,1.0696180244512088,1737
ENSMUSG00000057766,Ankrd29,Gene Expression,0.0877636696874332,0.0,0.0,1229,0.4174328428951128,884
ENSMUSG00000000538,Tom1l2,Gene Expression,0.08775438313519404,0.0,0.0,7075,2.3282161589946897,2357
ENSMUSG00000039960,Rhou,Gene Expression,0.0877396087838956,0.0,0.0,1434,0.5352656521350988,1016
ENSMUSG00000032420,Nt5e,Gene Expression,0.08772577966895326,0.0,0.0,370,0.12903997663207947,309
ENSMUSG00000055720,Ubl7,Gene Expression,0.0877220647735435,0.0,0.0,3664,1.1871075716749755,1801
ENSMUSG00000021534,1700001L19Rik,Gene Expression,0.08771819743325203,0.0,0.0,1044,0.32464620022389296,780
ENSMUSG00000029623,Pdap1,Gene Expression,0.08770919339693715,0.0,0.0,6618,2.1576744175679603,2284
ENSMUSG00000022791,Tnk2,Gene Expression,0.08769385643833284,0.0,0.0,5839,1.9362771353120247,2255
ENSMUSG00000033526,Ppip5k1,Gene Expression,0.08756716525825416,0.0,0.0,2839,0.9004613470030658,1594
ENSMUSG00000056612,Ppp1r14b,Gene Expression,0.08750967248804839,0.0,0.0,3906,1.4524023839419509,1956
ENSMUSG00000071369,Map3k5,Gene Expression,0.08749772052627644,0.0,0.0,808,0.2386619549476783,638
ENSMUSG00000005873,Reep5,Gene Expression,0.08748302856532285,0.0,0.0,18112,6.182274386294133,2751
ENSMUSG00000028944,Prkag2,Gene Expression,0.0874537121256059,0.0,0.0,2760,0.8795590877878023,1561
ENSMUSG00000042298,Ttc19,Gene Expression,0.0874022733424169,0.0,0.0,2731,0.8504410415595536,1541
ENSMUSG00000048307,Ankrd46,Gene Expression,0.0873881510762157,0.0,0.0,7251,2.360481795131864,2353
ENSMUSG00000022607,Ptk2,Gene Expression,0.08734580482725053,0.0,0.0,4181,1.3681750054616075,1900
ENSMUSG00000022863,Btg3,Gene Expression,0.08734007934749885,0.0,0.0,1384,0.4732735957920638,975
ENSMUSG00000079055,Slc8a3,Gene Expression,0.08730717036356095,0.0,0.0,784,0.26043263984173015,607
ENSMUSG00000032841,Prr5l,Gene Expression,0.08729739275001171,0.0,0.0,418,0.2081588192083396,374
ENSMUSG00000032036,Kirrel3,Gene Expression,0.08727912843710367,0.0,0.0,1650,0.5782269634640036,1128
ENSMUSG00000024767,Otub1,Gene Expression,0.0872564639346929,0.0,0.0,7903,2.571792784929455,2384
ENSMUSG00000022905,Kpna1,Gene Expression,0.08724016477497364,0.0,0.0,4055,1.2889840739537015,1917
ENSMUSG00000022463,Srebf2,Gene Expression,0.08723597337742335,0.0,0.0,7219,2.4332407345665192,2352
ENSMUSG00000026836,Acvr1,Gene Expression,0.0872280717429094,0.0,0.0,1182,0.4019832881047282,901
ENSMUSG00000025586,Cpeb1,Gene Expression,0.08721797026441595,0.0,0.0,1750,0.5519207555088186,1127
ENSMUSG00000037826,Ppm1k,Gene Expression,0.08718147780659415,0.0,0.0,2962,0.9396353112777471,1573
ENSMUSG00000050315,Synpo2,Gene Expression,0.08713902280934728,0.0,0.0,240,0.10735089485375668,214
ENSMUSG00000025982,Sf3b1,Gene Expression,0.08712904250206359,0.0,0.0,5604,1.840734991132358,2193
ENSMUSG00000026335,Pam,Gene Expression,0.0870992299499067,0.0,0.0,2699,0.879330567183278,1522
ENSMUSG00000106139,Gm30648,Gene Expression,0.08708410169755133,0.0,0.0,60,0.0152932925628271,58
ENSMUSG00000108348,Gm42372,Gene Expression,0.08707031870988863,0.0,0.0,2225,0.7096334532966295,1356
ENSMUSG00000027698,Nceh1,Gene Expression,0.08703839567212,0.0,0.0,4307,1.3579937754768119,1921
ENSMUSG00000066607,Insyn1,Gene Expression,0.08703824962860048,0.0,0.0,3961,1.3244524152515467,1910
ENSMUSG00000042156,Dzip1,Gene Expression,0.08699714575746915,0.0,0.0,1596,0.5374321129259484,1116
ENSMUSG00000038646,Ramac,Gene Expression,0.0869821450722906,0.0,0.0,4642,1.4982409592070913,2017
ENSMUSG00000039661,Dusp26,Gene Expression,0.08698106693411628,0.0,0.0,4276,1.4906962815144742,1991
ENSMUSG00000019124,Scrn1,Gene Expression,0.08696885662395687,0.0,0.0,6054,2.0010225030708924,2241
ENSMUSG00000033059,Pygb,Gene Expression,0.08694050181698945,0.0,0.0,5216,1.894470338124245,2219
ENSMUSG00000015653,Steap2,Gene Expression,0.08691676125332842,0.0,0.0,627,0.2342381669621783,522
ENSMUSG00000009376,Met,Gene Expression,0.08688360433851045,0.0,0.0,234,0.07719956507232155,208
ENSMUSG00000005442,Cic,Gene Expression,0.08687780773442594,0.0,0.0,4445,1.4883271454511924,2011
ENSMUSG00000005237,Dnah2,Gene Expression,0.08686622180838163,0.0,0.0,55,0.022796889233490627,50
ENSMUSG00000032333,Stoml1,Gene Expression,0.08679370865831763,0.0,0.0,2561,0.8057657073827512,1489
ENSMUSG00000024064,Galnt14,Gene Expression,0.08678947332724829,0.0,0.0,810,0.2580371329037792,625
ENSMUSG00000032280,Tle3,Gene Expression,0.0867784839508465,0.0,0.0,1138,0.3838993059384901,859
ENSMUSG00000041540,Sox5,Gene Expression,0.0867255191225921,0.0,0.0,849,0.28571509891861474,651
ENSMUSG00000021939,Ctsb,Gene Expression,0.08671738823684033,0.0,0.0,29678,9.98817180565709,2798
ENSMUSG00000066720,Cldn9,Gene Expression,0.08671429338899941,0.0,0.0,19,0.008254411053364158,19
ENSMUSG00000020083,Fam241b,Gene Expression,0.08668788704644863,0.0,0.0,1681,0.5239265103839187,1148
ENSMUSG00000032050,Rdx,Gene Expression,0.08661916050399865,0.0,0.0,2216,0.9116024998534908,1464
ENSMUSG00000035764,Fbxo45,Gene Expression,0.08650127176329787,0.0,0.0,3008,0.9512517753864868,1594
ENSMUSG00000031673,Cdh11,Gene Expression,0.08649448457941121,0.0,0.0,1873,0.6145793672211056,1220
ENSMUSG00000101578,Vmn1r206,Gene Expression,0.08642345916331975,0.0,0.0,47,0.016739542854855117,46
ENSMUSG00000031972,Acta1,Gene Expression,0.0863923018614408,0.0,0.0,1384,0.4125865435002331,960
ENSMUSG00000028669,Pithd1,Gene Expression,0.08635825379186933,0.0,0.0,4496,1.4850630729827587,1977
ENSMUSG00000051403,Ppp1r37,Gene Expression,0.0863535359870022,0.0,0.0,3641,1.1936062715584215,1855
